id,gen,sp,ssp,grp,en,rec,cnt,loc,lat,lon,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
915948,Parkesia,noveboracensis,,birds,Northern Waterthrush,Meena Haribal,United States,"Black Brook (near  Au Sable Forks), Clinton County, New York",44.5141,-73.8833,480,song,male,,field recording,//xeno-canto.org/915948,https://xeno-canto.org/915948/download,XC915948-240605_0638-nowa-nawa-blwh-amro.wav,"{'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915948-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915948-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915948-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915948-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915948-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915948-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915948-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:45,07:30,2024-06-05,2024-06-25,"['Leiothlypis ruficapilla', 'Turdus migratorius']",Recorded on board walk in the Silver Lake bog. It was very active morning,no,no,,,no,Sony PCM A10,micbooster stereo ,44100.0
915947,Parkesia,noveboracensis,,birds,Northern Waterthrush,Meena Haribal,United States,"Black Brook (near  Au Sable Forks), Clinton County, New York",44.5141,-73.8833,480,song,male,,field recording,//xeno-canto.org/915947,https://xeno-canto.org/915947/download,XC915947-240605_0639-nowa-blwh-cawa-brcr-amro.wav,"{'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915947-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915947-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915947-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915947-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915947-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915947-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915947-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:24,07:30,2024-06-05,2024-06-25,"['Leiothlypis ruficapilla', 'Certhia americana', 'Turdus migratorius']",Recorded on board walk in the Silver Lake bog. It was very active morning,no,no,,,no,Sony PCM A10,micbooster stereo ,44100.0
915933,Parkesia,noveboracensis,,birds,Northern Waterthrush,Meena Haribal,United States,"Black Brook (near  Au Sable Forks), Clinton County, New York",44.5141,-73.8833,480,song,male,,field recording,//xeno-canto.org/915933,https://xeno-canto.org/915933/download,XC915933-240605_0639-nowa-blwh-cawa-brcr-amro.wav,"{'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915933-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915933-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915933-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915933-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915933-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915933-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915933-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:24,07:00,2024-06-05,2024-06-25,"['Cardellina canadensis', 'Leiothlypis ruficapilla', 'Mniotilta varia', 'Turdus migratorius']",Recorded on board walk in the Silver Lake bog. It was very active morning,no,no,,,no,Sony PCM A10,micbooster stereo ,44100.0
915930,Parkesia,noveboracensis,,birds,Northern Waterthrush,Meena Haribal,United States,"Black Brook (near  Au Sable Forks), Clinton County, New York",44.5141,-73.8833,480,song,male,,field recording,//xeno-canto.org/915930,https://xeno-canto.org/915930/download,XC915930-240605_0619-gcki-nowa-nopa-cawa-wiwr-blja.wav,"{'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915930-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915930-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915930-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915930-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915930-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915930-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915930-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,2:02,07:00,2024-06-05,2024-06-25,"['Regulus satrapa', 'Troglodytes hiemalis', 'Cardellina canadensis', 'Leiothlypis ruficapilla', 'Mniotilta varia', 'Setophaga americana', 'Setophaga magnolia']",Recorded on board walk in the Silver Lake bog. It was very active morning,no,no,,,no,Sony PCM A10,micbooster stereo ,44100.0
915929,Parkesia,noveboracensis,,birds,Northern Waterthrush,Meena Haribal,United States,"Black Brook (near  Au Sable Forks), Clinton County, New York",44.5141,-73.8833,480,song,male,,field recording,//xeno-canto.org/915929,https://xeno-canto.org/915929/download,XC915929-240605_0621nowa-nopa-cawa.wav,"{'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915929-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915929-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915929-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC915929-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915929-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915929-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC915929-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,5:04,07:00,2024-06-05,2024-06-25,"['Troglodytes hiemalis', 'Cardellina canadensis', 'Leiothlypis ruficapilla', 'Mniotilta varia', 'Setophaga magnolia']",Recorded on board walk in the Silver Lake bog. It was very active morning,no,no,,,no,Sony PCM A10,micbooster stereo ,44100.0
901510,Parkesia,noveboracensis,,birds,Northern Waterthrush,Valerie Heemstra,United States,"Cedarville Township (near  Fox), Menominee County, Michigan",45.5226,-87.2783,180,song,uncertain,adult,field recording,//xeno-canto.org/901510,https://xeno-canto.org/901510/download,XC901510-MIXPRE-17216XCNorthernWaterthrush5-5-24on28thRdorLnCedarville.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC901510-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC901510-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC901510-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC901510-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/wave/XC901510-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/wave/XC901510-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/wave/XC901510-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,2:18,11:30,2024-05-05,2024-05-09,"['Poecile atricapillus', 'Cyanocitta cristata']","Unmodified recording. Densely forested with mixed conifers and deciduous trees nearly all the way to the Lake Michigan shore.  Sunny, temp. in 50s F.",no,no,,,no,Sound Devices MIXPRE3,"Sennheiser K6 ME67 mic, Shotgun Classic-Softie Windshield",48000.0
898742,Parkesia,noveboracensis,,birds,Northern Waterthrush,Valerie Heemstra,United States,"Portage Point, Escanaba, Delta County, Michigan",45.7066,-87.0724,180,song,uncertain,adult,field recording,//xeno-canto.org/898742,https://xeno-canto.org/898742/download,XC898742-MIXPRE-17081XCNorthernWaterthrush4-27-24PortagePoint.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC898742-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC898742-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC898742-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC898742-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/wave/XC898742-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/wave/XC898742-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/wave/XC898742-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:32,11:30,2024-04-27,2024-04-27,"['Agelaius phoeniceus', 'Spizelloides arborea', 'Branta canadensis']","Unmodified recording of a newly arrived migrant that was moving around in low shrubs along the water channel that parallels the grassy path.  Its songs are about 15 seconds apart, except 32 seconds before the last one on the recording. Dense fog, temperature about 50, white caps on waves on lake (wind from the south about 10 mph). Another new migrant seen today nearby was a White-crowned Sparrow.",yes,no,,,no,Sound Devices MIXPRE3,"Sennheiser K6, ME67, Classic Softie Windshield",48000.0
856614,Parkesia,noveboracensis,,birds,Northern Waterthrush,Michael Hurben,United States,"Hyland-Bush-Anderson Lakes Park Reserve (near  Bloomington), Hennepin County, Minnesota",44.8362,-93.3749,260,,,,field recording,//xeno-canto.org/856614,https://xeno-canto.org/856614/download,XC856614-447476081.wav,"{'small': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/ffts/XC856614-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/ffts/XC856614-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/ffts/XC856614-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/ffts/XC856614-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/wave/XC856614-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/wave/XC856614-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/wave/XC856614-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:21,08:00,2022-05-12,2023-12-18,[],,unknown,unknown,,,no,,,44100.0
838870,Parkesia,noveboracensis,,birds,Northern Waterthrush,Paul Marvin,United States,"Dairymart Ponds, San Diego County, California",32.5547,-117.0634,10,call,uncertain,,field recording,//xeno-canto.org/838870,https://xeno-canto.org/838870/download,"XC838870--10906-Northern-Waterthrush--CA,-Dairy-Mart-Pond,-Oct-27,-2023,-0848-AM-edited.wav","{'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC838870-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC838870-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC838870-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC838870-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/wave/XC838870-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/wave/XC838870-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/wave/XC838870-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:47,08:48,2023-10-27,2023-10-28,[],,yes,no,,,no,Tascam H2-P2 Portable Recorder,Sennheiser MKH 70,48000.0
828221,Parkesia,noveboracensis,,birds,Northern Waterthrush,Richard E. Webster,United States,"Magee Marsh - boardwalk, Lucas County, Ohio",41.6275,-83.1897,170,song,male,adult,field recording,//xeno-canto.org/828221,https://xeno-canto.org/828221/download,XC828221-WATERTH_Northern-6x-Magee-Marsh-WA-051623-0718.wav,"{'small': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC828221-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC828221-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC828221-large.png', 'full': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC828221-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/wave/XC828221-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/wave/XC828221-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/wave/XC828221-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:34,07:18,2023-05-16,2023-09-08,"['Agelaius phoeniceus', 'Vireo gilvus']",migrant; interval shortened at 0:13;,yes,no,,,no,SD Mix Pre III,Wildtronics parabola,48000.0
808404,Parkesia,noveboracensis,,birds,Northern Waterthrush,Ned Bohman,United States,"Crystal Springs, Lincoln County, Nevada",37.5371,-115.2215,1200,song,uncertain,uncertain,field recording,//xeno-canto.org/808404,https://xeno-canto.org/808404/download,XC808404-NOWA_20230522_KeyPittman-3.wav,"{'small': '//xeno-canto.org/sounds/uploaded/LRBJKOMLDW/ffts/XC808404-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LRBJKOMLDW/ffts/XC808404-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LRBJKOMLDW/ffts/XC808404-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LRBJKOMLDW/ffts/XC808404-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/LRBJKOMLDW/wave/XC808404-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LRBJKOMLDW/wave/XC808404-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LRBJKOMLDW/wave/XC808404-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:51,09:00,2023-05-22,2023-06-12,"['Setophaga aestiva', 'Melospiza melodia', 'Quiscalus mexicanus']",,yes,no,,,no,,,44100.0
808378,Parkesia,noveboracensis,,birds,Northern Waterthrush,Valerie Heemstra,United States,"Ford River Township (near  Bark River), Delta County, Michigan",45.5708,-87.2868,200,song,uncertain,uncertain,field recording,//xeno-canto.org/808378,https://xeno-canto.org/808378/download,XC808378-MIXPRE-12110XCmp3NorthernWaterthrush5-23-23LimpertRdatendof7MileMarshRd.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC808378-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC808378-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC808378-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC808378-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/wave/XC808378-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/wave/XC808378-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/wave/XC808378-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:50,11:00,2023-05-23,2023-06-11,[],"Recording modified only by replacing 5 seconds of noise with 1 second silence.  Recorded along Limpert Rd., where tree cutting and removal by lumber trucks has been underway. In the area where the recording was done, second growth trees remain and the undergrowth was dense enough to hide the bird.",no,no,,,no,"Sound Devices MIXPRE3, Classic Softie Windshield ",Sennheiser K6,48000.0
727013,Parkesia,noveboracensis,,birds,Northern Waterthrush,David A. Brinkman,United States,"Michigamme Township, Marquette County, Michigan",46.6563,-88.0322,550,song,uncertain,adult,field recording,//xeno-canto.org/727013,https://xeno-canto.org/727013/download,XC727013-NOWA Peshekee Grade 5-17-22.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/ffts/XC727013-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/ffts/XC727013-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/ffts/XC727013-large.png', 'full': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/ffts/XC727013-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/wave/XC727013-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/wave/XC727013-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/wave/XC727013-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:29,13:29,2022-05-17,2022-05-26,"['Setophaga ruticilla', 'Leiothlypis ruficapilla']",Two birds singing from a boreal bog.,no,no,,,no,,,44100.0
720041,Parkesia,noveboracensis,,birds,Northern Waterthrush,William Whitehead,United States,"Ernest Oros Nature Preserve, Avenel, New Jersey",40.5874,-74.2621,0,song,,,field recording,//xeno-canto.org/720041,https://xeno-canto.org/720041/download,XC720041-NorthernWaterthrush6.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC720041-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC720041-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC720041-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC720041-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/wave/XC720041-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/wave/XC720041-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/wave/XC720041-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:03,07:00,2022-04-28,2022-04-28,[],,yes,no,,,no,,,48000.0
712413,Parkesia,noveboracensis,,birds,Northern Waterthrush,Patrick J. Blake,United States,"Avon Park Air Force Range, Avon Park, Polk County, Florida",27.667,-81.3566,20,call,uncertain,adult,field recording,//xeno-canto.org/712413,https://xeno-canto.org/712413/download,XC712413-NorthernWaterthrush_USA_27Mar2022_PJB.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC712413-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC712413-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC712413-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC712413-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/wave/XC712413-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/wave/XC712413-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/wave/XC712413-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:41,08:38,2022-03-27,2022-04-01,['Vireo griseus'],"Natural call notes of a passing migrant
Recorded on Motorola Edge using Dolby On; edited with Audacity: high- and low-pass filters",yes,no,,,no,,,48000.0
691635,Parkesia,noveboracensis,,birds,Northern Waterthrush,Christopher McPherson,United States,"Mine Falls, Nashua, Hillsborough County, New Hampshire",42.7611,-71.4908,50,song,male,adult,field recording,//xeno-canto.org/691635,https://xeno-canto.org/691635/download,XC691635-Northern Waterthrush_15May2021_Mine Falls Nashua NH.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691635-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691635-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691635-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691635-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691635-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691635-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691635-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:17,05:30,2021-05-15,2021-12-15,"['Agelaius phoeniceus', 'Branta canadensis', 'Mniotilta varia', 'Setophaga coronata']",,yes,no,,,no,,,48000.0
649335,Parkesia,noveboracensis,,birds,Northern Waterthrush,Jim Berry,United States,"Harmony (near  Panama), Chautauqua County, New York",42.0302,-79.4404,440,song,uncertain,adult,field recording,//xeno-canto.org/649335,https://xeno-canto.org/649335/download,XC649335-05162021 T0182 Northern Waterthrush WFWMA.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BMFJZMNPEG/ffts/XC649335-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BMFJZMNPEG/ffts/XC649335-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BMFJZMNPEG/ffts/XC649335-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BMFJZMNPEG/ffts/XC649335-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BMFJZMNPEG/wave/XC649335-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BMFJZMNPEG/wave/XC649335-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BMFJZMNPEG/wave/XC649335-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,2:07,07:00,2021-05-16,2021-05-17,"['Setophaga aestiva', 'Geothlypis trichas', 'Branta canadensis', 'Turdus migratorius', 'Zenaida macroura', 'Dumetella carolinensis']","No filtering, normalizing nor noise reduction used. Background Species: Gray Catbird, Canada Goose, Yellow Warbler, Mourning Dove, American Robin, Common Yellowthroat
",yes,yes,,,no,,,48000.0
616697,Parkesia,noveboracensis,,birds,Northern Waterthrush,Richard E. Webster,United States,"San Bernardino National Wildlife Refuge, Cochise County, Arizona",31.34,-109.273,1100,"call, song",male,adult,field recording,//xeno-canto.org/616697,https://xeno-canto.org/616697/download,XC616697-WATERTH_Northern_c SBNWR 1100m 050920 0823.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC616697-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC616697-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC616697-large.png', 'full': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC616697-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/wave/XC616697-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/wave/XC616697-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/wave/XC616697-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,10:26,08:23,2020-05-09,2021-01-22,"['Icteria virens', 'Setophaga aestiva', 'Zenaida asiatica', 'Camptostoma imberbe', 'Myiarchus tyrannulus', 'Buteo plagiatus', 'Zenaida macroura', 'Vireo bellii', 'Melanerpes uropygialis', 'Thryomanes bewickii', 'Auriparus flaviceps']","scarce migrant here; calling from low perches and the bank of a little stream; interval shortened at 0:51, after which singing from a tangle a couple of meters up on the bank of the stream, and from a quarter meter up in a low willow by it;",yes,no,,,no,,,48000.0
611823,Parkesia,noveboracensis,,birds,Northern Waterthrush,Whitney Neufeld-Kaiser,United States,"Sisters, Deschutes County, Oregon",44.2446,-121.6923,1300,song,uncertain,adult,field recording,//xeno-canto.org/611823,https://xeno-canto.org/611823/download,XC611823-Northern Waterthrush Trout Creek Swamp Sisters OR June 2020.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/ffts/XC611823-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/ffts/XC611823-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/ffts/XC611823-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/ffts/XC611823-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/wave/XC611823-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/wave/XC611823-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/wave/XC611823-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:37,08:57,2020-06-05,2020-12-31,[],"Recorded with Voice Record Pro on iPhone7, normalized to -3dB and converted to mp3.  Beginning and end trimmed to remove noises by the recordist but otherwise no modifications.  Bird was singing from mid-level canopy amongst trees in a riparian area.",yes,no,,,no,,,48000.0
602021,Parkesia,noveboracensis,,birds,Northern Waterthrush,Christopher McPherson,United States,"Beaver Brook Great Meadow, Hollis, Hillsborough County, New Hampshire",42.7052,-71.615,60,song,male,adult,field recording,//xeno-canto.org/602021,https://xeno-canto.org/602021/download,XC602021-Northern Waterthrush_15May2020_Great Meadow BBA Hollis NH.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC602021-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC602021-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC602021-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC602021-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC602021-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC602021-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC602021-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:27,10:00,2020-05-15,2020-11-11,"['Agelaius phoeniceus', 'Melospiza melodia', 'Geothlypis trichas', 'Cardinalis cardinalis', 'Dumetella carolinensis']",,yes,no,,,no,,,48000.0
602018,Parkesia,noveboracensis,,birds,Northern Waterthrush,Christopher McPherson,United States,"Lancy Brook Wetlands Brookline / Mason, Hillsborough County, New Hampshire",42.7463,-71.7074,110,song,male,adult,field recording,//xeno-canto.org/602018,https://xeno-canto.org/602018/download,XC602018-Northern Waterthrush(01)_02May2020_Lancy Brook Brookline NH.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC602018-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC602018-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC602018-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC602018-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC602018-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC602018-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC602018-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:47,09:00,2020-05-02,2020-11-11,[],,yes,no,,,no,,,48000.0
